Models;ModelsNew
teXet TM-D223;teXet TM-D223
teXet TM-D225;teXet TM-D225
Vertu Aster P;Vertu Aster P
Vertu Constellation 2017;Vertu Constellation 2017
Vertu Signature Touch 2015;Vertu Signature Touch 2015
Vertu Aster;Vertu Aster
Vertu Signature Touch;Vertu Signature Touch
Vertu Constellation-2013;Vertu Constellation-2013
Vertu Ti;Vertu Ti
Vertu Ascent 2010;Vertu Ascent 2010
Vertu Constellation Quest;Vertu Constellation Quest
Vertu Ascent Ti Damascus Steel;Vertu Ascent Ti Damascus Steel
Vertu Constellation Ayxta;Vertu Constellation Ayxta
Vertu Signature S Design;Vertu Signature S Design
Vertu Ascent Ti;Vertu Ascent Ti
Vertu Constellation;Vertu Constellation
Vertu Diamond;Vertu Diamond
Vertu Ascent;Vertu Ascent
Vertu Signature;Vertu Signature
Viaan V1820;Viaan V1820
teXet TM-D226;teXet TM-D226
teXet TM-D227;teXet TM-D227
teXet TM-D228;teXet TM-D228
teXet TM-D229;teXet TM-D229
teXet TM-D300;teXet TM-D300
teXet TM-D301;teXet TM-D301
teXet TM-D302;teXet TM-D302
teXet TM-D305;teXet TM-D305
teXet TM-D324;teXet TM-D324
teXet TM-D325;teXet TM-D325
teXet TM-D327;teXet TM-D327
teXet TM-D328;teXet TM-D328
teXet TM-D329;teXet TM-D329
teXet TM-D426;teXet TM-D426
teXet TM-D427;teXet TM-D427
teXet TM-D428;teXet TM-D428
teXet TM-D429;teXet TM-D429
teXet TM-D430;teXet TM-D430
teXet TM-D45;teXet TM-D45
Vertex C300;Vertex C300
Vertex C301;Vertex C301
Vertex C302;Vertex C302
Vertex C303;Vertex C303
Vertex C304;Vertex C304
Vertex C305;Vertex C305
Vertex C306;Vertex C306
Vertex C307;Vertex C307
Vertex C308;Vertex C308
Vertex C309;Vertex C309
Vertex C310;Vertex C310
Vertex C311;Vertex C311
Vertex C312;Vertex C312
Vertex C313;Vertex C313
Vertex C314;Vertex C314
Vertex C315;Vertex C315
Vertex C317;Vertex C317
Vertex C321;Vertex C321
Vertex C322;Vertex C322
Vertex D500;Vertex D500
Vertex D501;Vertex D501
Vertex D502;Vertex D502
Vertex D503;Vertex D503
Vertex D504;Vertex D504
Vertex D505;Vertex D505
Vertex D506;Vertex D506
Vertex D507;Vertex D507
Vivo V15;Vivo V15
Vivo V15 Pro;Vivo V15 Pro
Vertex D508;Vertex D508
Vivo V17 Neo;Vivo V17 Neo
Vertex D510;Vertex D510
Vertex D511;Vertex D511
Vertex D512;Vertex D512
Vertex D513;Vertex D513
Vertex D514;Vertex D514
Vertex D515;Vertex D515
Vertex D516;Vertex D516
Vivo Y11;Vivo Y11
Vertex D517;Vertex D517
Vertex D518;Vertex D518
Vivo Y17;Vivo Y17
Vivo Y19;Vivo Y19
Vertex D521;Vertex D521
Vertex D524;Vertex D524
Vertex D525;Vertex D525
Vertex D527;Vertex D527
Vertex D528;Vertex D528
Vertex D529;Vertex D529
Vivo Y91;Vivo Y91
Vivo Y91C;Vivo Y91C
Vertex D531;Vertex D531
Vertex D532;Vertex D532
Vertex D533;Vertex D533
Vertex D536;Vertex D536
Vertex D545;Vertex D545
Vertex D546;Vertex D546
Vertex D547;Vertex D547
Vertex D552;Vertex D552
Vertex D555;Vertex D555
Vertex D567;Vertex D567
Vertex D570;Vertex D570
Vertex D571;Vertex D571
Vertex D600;Vertex D600
Vertex Impress Action;Vertex Impress Action
Vertex Impress Aero;Vertex Impress Aero
Vertex Impress Alfa;Vertex Impress Alfa
Vertex Impress Aqua;Vertex Impress Aqua
Vertex Impress Astra;Vertex Impress Astra
Vertex Impress Baccara;Vertex Impress Baccara
Vivo V11;Vivo V11
Vertex Impress Bear;Vertex Impress Bear
Vivo V11i;Vivo V11i
Vivo V9;Vivo V9
Vertex Impress Blade;Vertex Impress Blade
Vertex Impress Brainstorm;Vertex Impress Brainstorm
Vertex Impress Bravo;Vertex Impress Bravo
Vivo X21;Vivo X21
Vertex Impress Calypso;Vertex Impress Calypso
Vertex Impress City;Vertex Impress City
Vertex Impress Click;Vertex Impress Click
Vivo X21s;Vivo X21s
Vertex Impress Click NFC;Vertex Impress Click NFC
Vertex Impress Cube;Vertex Impress Cube
Vivo Y71;Vivo Y71
Vertex Impress Cult;Vertex Impress Cult
Vertex Impress Disco;Vertex Impress Disco
Vertex Impress Drive;Vertex Impress Drive
Vivo Y81;Vivo Y81
Vertex Impress Dune;Vertex Impress Dune
Vertex Impress Eagle 4G;Vertex Impress Eagle 4G
Vertex Impress Easy;Vertex Impress Easy
Vertex Impress Eclipse;Vertex Impress Eclipse
Vivo Y85;Vivo Y85
Vertex Impress Energy;Vertex Impress Energy
Vertex Impress Eno;Vertex Impress Eno
Vertex Impress Envy;Vertex Impress Envy
Vertex Impress Event;Vertex Impress Event
Vertex Impress Fire;Vertex Impress Fire
Vivo Y95;Vivo Y95
Vivo Y97;Vivo Y97
Vertex Impress Fit;Vertex Impress Fit
Vertex Impress Flash;Vertex Impress Flash
Vertex Impress Forest;Vertex Impress Forest
Vertex Impress Fortune;Vertex Impress Fortune
Vertex Impress Frost;Vertex Impress Frost
Vertex Impress Fun;Vertex Impress Fun
Vertex Impress Funk;Vertex Impress Funk
Vertex Impress Game;Vertex Impress Game
Vertex Impress Genius;Vertex Impress Genius
Vivo V7;Vivo V7
Vivo V7 Plus;Vivo V7 Plus
Vertex Impress Glory;Vertex Impress Glory
Vivo X20 Plus;Vivo X20 Plus
Vertex Impress Grip;Vertex Impress Grip
Vertex Impress Groove;Vertex Impress Groove
Vertex Impress Hero;Vertex Impress Hero
Vertex Impress Hit;Vertex Impress Hit
Vertex Impress In Touch (3G);Vertex Impress In Touch (3G)
Vertex Impress In Touch (4G);Vertex Impress In Touch (4G)
Vertex Impress Indigo;Vertex Impress Indigo
Vertex Impress Jazz;Vertex Impress Jazz
Vertex Impress L;Vertex Impress L
Vertex Impress Lagune;Vertex Impress Lagune
Vertex Impress Life;Vertex Impress Life
Vertex Impress Lightning;Vertex Impress Lightning
Vertex Impress Lion (4G);"Vertex Impress Lion 5"""
Vertex Impress Lotus;Vertex Impress Lotus
Vertex Impress Luck L100;Vertex Impress Luck L100
Vivo X9;Vivo X9
Vertex Impress Luck L120;Vertex Impress Luck L120
Vertex Impress Luck NFC (4G);Vertex Impress Luck NFC (4G)
Vertex Impress Lux;Vertex Impress Lux
Vertex Impress M;Vertex Impress M
Vertex Impress Mars;Vertex Impress Mars
Vertex Impress Max;Vertex Impress Max
Vertex Impress Moon;Vertex Impress Moon
Vertex Impress More;Vertex Impress More
Vertex Impress Nero;Vertex Impress Nero
Vertex Impress New;Vertex Impress New
Vertex Impress Novo;Vertex Impress Novo
Vertex Impress Omega;Vertex Impress Omega
Vertex Impress Open;Vertex Impress Open
Vertex Impress Orion;Vertex Impress Orion
Vertex Impress Pear;Vertex Impress Pear
Vertex Impress Phonic;Vertex Impress Phonic
Vertex Impress Play;Vertex Impress Play
Vertex Impress Pluto;Vertex Impress Pluto
Vertex Impress Ra;Vertex Impress Ra
Vertex Impress Razor;Vertex Impress Razor
Vertex Impress Reef;Vertex Impress Reef
Vertex Impress Rosso;Vertex Impress Rosso
Vertex Impress Saturn;"Vertex Impress Saturn 5"""
Vertex Impress Spring;Vertex Impress Spring
Vertex Impress Star;Vertex Impress Star
Vertex Impress Stone;Vertex Impress Stone
Vertex Impress Style;Vertex Impress Style
Vertex Impress Sun;Vertex Impress Sun
Vertex Impress Sunset NFC;Vertex Impress Sunset NFC
Vertex Impress Tiger;Vertex Impress Tiger
Vertex Impress Tor;Vertex Impress Tor
Vertex Impress U;Vertex Impress U
VIWA Light Mini;VIWA Light Mini
VKworld SD100;VKworld SD100
VKworld SD200;VKworld SD200
VKworld Z3;VKworld Z3
VKworld K1;VKworld K1
VKworld Mix3;VKworld Mix3
VKworld VK4000;VKworld VK4000
VKworld VK7000;VKworld VK7000
VKworld Z5;VKworld Z5
VKworld F2;VKworld F2
VKworld Mix;VKworld Mix
VKworld Mix+;VKworld Mix+
VKworld New Stone V3;VKworld New Stone V3
VKworld S3;VKworld S3
VKworld T2 Plus;VKworld T2 Plus
VKworld Z3310;VKworld Z3310
Vkworld S8;Vkworld S8
VKworld Crown V8;VKworld Crown V8
VKworld F1;VKworld F1
VKworld F7;VKworld F7
VKworld G1 Giant;VKworld G1 Giant
VKworld Stone V3;VKworld Stone V3
VKworld Stone V3 Max;VKworld Stone V3 Max
VKworld Stone V3 Plus;VKworld Stone V3 Plus
VKworld Stone V3s;VKworld Stone V3s
VKworld T1;VKworld T1
VKworld T1 Plus Kratos;VKworld T1 Plus Kratos
VKworld T2;VKworld T2
VKworld T3;VKworld T3
VKworld T5;VKworld T5
VKworld T5 SE;VKworld T5 SE
VKworld T6;VKworld T6
VKworld Discovery S1;VKworld Discovery S1
VKworld VK560;VKworld VK560
VKworld VK700 pro;VKworld VK700 pro
VKworld VK700X;VKworld VK700X
VKworld VK800X;VKworld VK800X
Vodafone Smart N10;Vodafone Smart N10
Vodafone Smart V10;Vodafone Smart V10
Vodafone Smart A9;Vodafone Smart A9
Vodafone Smart C9;Vodafone Smart C9
Vodafone Smart E9;Vodafone Smart E9
Vodafone Smart N9;Vodafone Smart N9
Vodafone Smart N9 Lite;Vodafone Smart N9 Lite
Vodafone Smart X9;Vodafone Smart X9
Vodafone Smart E8;Vodafone Smart E8
Vodafone Smart N8;Vodafone Smart N8
Vodafone Smart V8;Vodafone Smart V8
Vodafone Smart Grand;Vodafone Smart Grand
Vodafone Smart Mini 7;Vodafone Smart Mini 7
Vodafone Smart platinum 7;Vodafone Smart platinum 7
Vodafone Smart prime 7;Vodafone Smart prime 7
Vodafone Smart turbo 7;Vodafone Smart turbo 7
Vodafone Smart ultra 7;Vodafone Smart ultra 7
Vodafone Smart 4 max;Vodafone Smart 4 max
Vodafone Smart 4 mini;Vodafone Smart 4 mini
Vodafone Smart 4 power;Vodafone Smart 4 power
Vodafone Smart III;Vodafone Smart III
Vodafone 555 Blue;Vodafone 555 Blue
Vodafone 858 Smart;Vodafone 858 Smart
Vodafone 247 Solar;Vodafone 247 Solar
Vodafone 553;Vodafone 553
Vodafone 945;Vodafone 945
Voga V;Voga V
Vphone A11;Vphone A11
Vphone M4;Vphone M4
Vphone M3;Vphone M3
Vphone X3;Vphone X3
Vsmart Active 3;Vsmart Active 3
Vsmart Joy 3;Vsmart Joy 3
Vsmart Live 4;Vsmart Live 4
Vsmart Star 3;Vsmart Star 3
Vsmart Star 4;Vsmart Star 4
Vsmart Active 1;Vsmart Active 1
Vsmart Active 1+;Vsmart Active 1+
Vsmart Bee;Vsmart Bee
Vsmart Bee 3;Vsmart Bee 3
Vsmart Joy 1;Vsmart Joy 1
Vsmart Joy 1+;Vsmart Joy 1+
Vsmart Joy 2+;Vsmart Joy 2+
Vsmart Live;Vsmart Live
Vsmart Star;Vsmart Star
Wieppo E1;Wieppo E1
Wieppo S8;Wieppo S8
Wieppo S5;Wieppo S5
Wieppo S6;Wieppo S6
Wieppo S6 lite;Wieppo S6 lite
Wigor H Zero;Wigor H Zero
Wigor H0;Wigor H0
Wigor H1;Wigor H1
Wigor H2;Wigor H2
Wigor H3;Wigor H3
Wigor V2;Wigor V2
Wigor V3;Wigor V3
Wigor V4;Wigor V4
Wigor V5;Wigor V5
Wiko Sunny5;Wiko Sunny5
Wiko View4;Wiko View4
Wiko View4 Lite;Wiko View4 Lite
Wiko View5;Wiko View5
Wiko View5 Plus;Wiko View5 Plus
Wiko Y61;Wiko Y61
Wiko Y81;Wiko Y81
Wiko Jerry4;Wiko Jerry4
Wiko Ride;Wiko Ride
Wiko Sunny4;Wiko Sunny4
Wiko View3;Wiko View3
Wiko View3 Lite;Wiko View3 Lite
Wiko View3 Pro;Wiko View3 Pro
Wiko Y50;Wiko Y50
Wiko Y60;Wiko Y60
Wiko Y70;Wiko Y70
Wiko Y80;Wiko Y80
Wiko Harry2;Wiko Harry2
Wiko Jerry3;Wiko Jerry3
Wiko Lenny5;Wiko Lenny5
Wiko Sunny3;Wiko Sunny3
Wiko Sunny3 Plus;Wiko Sunny3 Plus
Wiko Sunny3 mini;Wiko Sunny3 mini
Wiko Tommy3;Wiko Tommy3
Wiko Tommy3 Plus;Wiko Tommy3 Plus
Wiko View Go;Wiko View Go
Wiko View Lite;Wiko View Lite
Wiko View Max;Wiko View Max
Wiko View2;Wiko View2
Wiko View2 Go;Wiko View2 Go
Wiko View2 Plus;Wiko View2 Plus
Wiko View2 Pro;Wiko View2 Pro
Wiko Harry;Wiko Harry
Wiko Jerry 2;Wiko Jerry 2
Wiko Jerry Max;Wiko Jerry Max
Wiko Kenny;Wiko Kenny
Wiko Lenny3 Max;Wiko Lenny3 Max
Wiko Lenny4;Wiko Lenny4
Wiko Lenny4 Plus;Wiko Lenny4 Plus
Wiko Riff 3G;Wiko Riff 3G
Wiko Robby2;Wiko Robby2
Wiko Sunny Max;Wiko Sunny Max
Wiko Sunny2;Wiko Sunny2
Wiko Sunny2 Plus;Wiko Sunny2 Plus
Wiko Tommy 2 Plus;Wiko Tommy 2 Plus
Wiko Tommy2;Wiko Tommy2
Wiko View;Wiko View
Wiko View Prime;Wiko View Prime
Wiko View XL;Wiko View XL
Wiko WIM;Wiko WIM
Wiko WIM Lite;Wiko WIM Lite
Wiko uPulse;Wiko uPulse
Wiko uPulse Lite;Wiko uPulse Lite
Wiko Freddy;Wiko Freddy
Wiko Jerry;Wiko Jerry
Wiko K-Kool;Wiko K-Kool
Wiko Lenny3;Wiko Lenny3
Wiko Robby;Wiko Robby
Wiko Sunny;Wiko Sunny
Wiko Tommy;Wiko Tommy
Wiko U Feel;Wiko U Feel
Wiko U Feel Fab;Wiko U Feel Fab
Wiko U Feel Go;Wiko U Feel Go
Wiko U Feel Lite;Wiko U Feel Lite
Wiko U Feel Prime;Wiko U Feel Prime
Wiko Fever;Wiko Fever
Wiko Highway Pure 4G;Wiko Highway Pure 4G
Wiko Highway Star 4G;Wiko Highway Star 4G
Wiko Pulp 4G;Wiko Pulp 4G
Wiko Pulp 4G Fab;Wiko Pulp 4G Fab
Wiko Rainbow Lite;Wiko Rainbow Lite
Wiko Rainbow Lite 4G;Wiko Rainbow Lite 4G
Wiko Selfy 4G;Wiko Selfy 4G
Wiko Wax;Wiko Wax
Wileyfox Pro;Wileyfox Pro
Wileyfox Swift 2 X;Wileyfox Swift 2 X
Wileyfox Spark;Wileyfox Spark
Wileyfox Spark X;Wileyfox Spark X
Wileyfox Spark+;Wileyfox Spark+
Wileyfox Swift 2;Wileyfox Swift 2
Wileyfox Swift 2 Plus;Wileyfox Swift 2 Plus
Wileyfox Storm;Wileyfox Storm
Wileyfox Swift;Wileyfox Swift
Vertex Impress Vega;Vertex Impress Vega
Vertex Impress Vira;Vertex Impress Vira
Vertex Impress Wave;Vertex Impress Wave
Vertex Impress Win;Vertex Impress Win
Vertex Impress Wolf;Vertex Impress Wolf
Vertex Impress X;Vertex Impress X
Vertex Impress XXL;Vertex Impress XXL
Vertex Impress Zeon 3G;Vertex Impress Zeon 3G
Xiaomi Mi Note 10 Lite;Xiaomi Mi Note 10 Lite
Vertex Impress Zeon 4G;Vertex Impress Zeon 4G
Vertex K200;Vertex K200
Vertex K201;Vertex K201
Vertex K202;Vertex K202
Vertex K203;Vertex K203
Vertex K204;Vertex K204
Vertex K205;Vertex K205
Vertex K207;Vertex K207
Vertex K208;Vertex K208
Vertex K211;Vertex K211
Vertex K213;Vertex K213
Vertex M100;Vertex M100
Xiaomi Redmi 9A;Xiaomi Redmi 9A
Xiaomi Redmi 9C;Xiaomi Redmi 9C
Vertex M101;Vertex M101
Vertex M102;Vertex M102
Vertex M103;Vertex M103
Vertex M104;Vertex M104
Vertex M105;Vertex M105
Xiaomi Redmi Note 9;Xiaomi Redmi Note 9
Vertex M106;Vertex M106
Vertex M107;Vertex M107
Vertex M108;Vertex M108
Vertex M109;Vertex M109
Vertex M110;Vertex M110
Vertex M111;Vertex M111
Vertex M112;Vertex M112
Vertex M120;Vertex M120
Vertex M122;Vertex M122
Vertex M123;Vertex M123
Vertex M124;Vertex M124
Vertex Pro P300;Vertex Pro P300
Vertex S100;Vertex S100
Vertex S101;Vertex S101
Vertex S102;Vertex S102
Vertex S103;Vertex S103
Vertex S104;Vertex S104
Vertex S105;Vertex S105
Vertex S106;Vertex S106
Vertex S107;Vertex S107
Vertex S108;Vertex S108
Vivo APEX 2019;Vivo APEX 2019
Vivo APEX 2020;Vivo APEX 2020
Vivo G1;Vivo G1
Vivo iQOO;Vivo iQOO
Xiaomi Redmi 7;Xiaomi Redmi 7
Xiaomi Redmi 7A;Xiaomi Redmi 7A
Xiaomi Redmi 8;Xiaomi Redmi 8
Xiaomi Redmi 8A;Xiaomi Redmi 8A
Xiaomi Redmi Go;Xiaomi Redmi Go
Vivo iQOO 3;Vivo iQOO 3
Vivo iQOO 3 Transformers Limited Edition;Vivo iQOO 3 Transformers Limited Edition
Vivo iQOO 5;Vivo iQOO 5
Vivo iQOO 5 Pro;Vivo iQOO 5 Pro
Vivo iQOO Neo;Vivo iQOO Neo
Xiaomi Redmi Note 7;Xiaomi Redmi Note 7
Vivo iQOO Neo 855;Vivo iQOO Neo 855
Vivo iQOO Neo 855 Racing Edition;Vivo iQOO Neo 855 Racing Edition
Vivo iQOO Neo3;Vivo iQOO Neo3
Xiaomi Redmi Note 8;Xiaomi Redmi Note 8
Xiaomi Redmi Note 8 pro;Xiaomi Redmi Note 8 pro
Xiaomi Redmi Note 8T;Xiaomi Redmi Note 8T
Vivo iQOO Pro;Vivo iQOO Pro
Xiaomi Black Shark;Xiaomi Black Shark
Vivo iQOO Pro 5G;Vivo iQOO Pro 5G
Vivo iQOO U1;Vivo iQOO U1
Vivo iQOO Z1;Vivo iQOO Z1
Vivo iQOO Z1x;Vivo iQOO Z1x
Vivo NEX (NEX S);Vivo Nex S
Vivo NEX 3;Vivo NEX 3
Vivo NEX 3 5G;Vivo NEX 3 5G
Vivo NEX 3S;Vivo NEX 3S
Vivo NEX A;Vivo NEX A
Xiaomi Mi Max 3;Xiaomi Mi Max 3
Xiaomi Mi Mix 2S;Xiaomi Mi Mix 2S
Xiaomi Mi Mix 3;Xiaomi Mi Mix 3
Xiaomi Mi Play;Xiaomi Mi Play
Vivo NEX Dual Display;Vivo NEX Dual Display
Vivo S1 (Китай);Vivo S1
Xiaomi Redmi 6;Xiaomi Redmi 6
Vivo S1 Prime;Vivo S1 Prime
Xiaomi Redmi 6A;Xiaomi Redmi 6A
Xiaomi Redmi Note 5;Xiaomi Redmi Note 5
Vivo S1 Pro (Китай);Vivo S1 Pro
Vivo S5;Vivo S5
Xiaomi Redmi S2;Xiaomi Redmi S2
Vivo S6;Vivo S6
Vivo S7;Vivo S7
Vivo U1;Vivo U1
Vivo U10;Vivo U10
Vivo U20;Vivo U20
Vivo U3;Vivo U3
Xiaomi Mi Max 2;Xiaomi Mi Max 2
Xiaomi Mi Mix 2;Xiaomi Mi Mix 2
Xiaomi Mi Note 3;Xiaomi Mi Note 3
Xiaomi Redmi 4X;Xiaomi Redmi 4X
Xiaomi Redmi 5;Xiaomi Redmi 5
Xiaomi Redmi 5 Plus;Xiaomi Redmi 5 Plus
Xiaomi Redmi 5A;Xiaomi Redmi 5A
Xiaomi Redmi Note 4X;Xiaomi Redmi Note 4X
Vivo U3x;Vivo U3x
Vivo V1;Vivo V1
Vivo V1 Max;Vivo V1 Max
Vivo V11 Pro;Vivo V11 Pro
Vivo V17 Pro;Vivo V17 Pro
Xiaomi Mi Max;Xiaomi Mi Max
Xiaomi Mi Mix;Xiaomi Mi Mix
Xiaomi Mi Note 2;Xiaomi Mi Note 2
Vivo V17 Россия;Vivo V17
Vivo V19 Neo;Vivo V19 Neo
Vivo V19 Snapdragon 675;Vivo V19 Snapdragon 675
Vivo V19 Snapdragon 712 (Global);Vivo V19 Snapdragon 712 (Global)
Vivo V3;Vivo V3
Xiaomi Redmi 4A;Xiaomi Redmi 4A
Vivo V3 Max;Vivo V3 Max
Xiaomi Redmi Note 4;Xiaomi Redmi Note 4
Xiaomi Redmi Pro;Xiaomi Redmi Pro
Vivo V5;Vivo V5
Vivo V5 Lite;Vivo V5 Lite
Xiaomi Mi Note;Xiaomi Mi Note
Vivo V5 Plus;Vivo V5 Plus
Vivo V5s;Vivo V5s
Vivo V9 Pro (V9 6 ГБ);Vivo V9 Pro (V9 6 ГБ)
Vivo V9 Youth;Vivo V9 Youth
Xiaomi Redmi Note 2;Xiaomi Redmi Note 2
Vivo X20;Vivo X20
Vivo X20 Plus Fingerprint Version;Vivo X20 Plus Fingerprint Version
Vivo X21 FIFA;Vivo X21 FIFA
Vivo X21 Fingerprint Version;Vivo X21 Fingerprint Version
Vivo X21i;Vivo X21i
Vivo X23;Vivo X23
Vivo X23 Symphony Edition;Vivo X23 Symphony Edition
Vivo X27 (128 ГБ);Vivo X27
Vivo X27 Pro;Vivo X27 Pro
Vivo X30;Vivo X30
Vivo X30 Pro;Vivo X30 Pro
Vivo X3S;Vivo X3S
Vivo X5 Max;Vivo X5 Max
Vivo X5 Max L;Vivo X5 Max L
Vivo X5 Pro;Vivo X5 Pro
XOLO Era 4X;XOLO Era 4X
XOLO Era 5X;XOLO Era 5X
XOLO ZX;XOLO ZX
XOLO Era 1X Pro;XOLO Era 1X Pro
XOLO Era 2V;XOLO Era 2V
XOLO Era 2X;XOLO Era 2X
XOLO Era 3;XOLO Era 3
XOLO Era 3X;XOLO Era 3X
XOLO Era 1X;XOLO Era 1X
XOLO Era 2;XOLO Era 2
XOLO Era-4K;XOLO Era-4K
XOLO Era-X;XOLO Era-X
XOLO Black;XOLO Black
XOLO Black 1X;XOLO Black 1X
XOLO Cube 5.0;XOLO Cube 5.0
XOLO Era;XOLO Era
XOLO Prime;XOLO Prime
XOLO Q700 Club;XOLO Q700 Club
XOLO Omega 5.0;XOLO Omega 5.0
XOLO Omega 5.5;XOLO Omega 5.5
XOLO Play 8X-1100;XOLO Play 8X-1100
XOLO Q1010i;XOLO Q1010i
XOLO Q1100;XOLO Q1100
XOLO Q1200;XOLO Q1200
XOLO Q2100;XOLO Q2100
XOLO Q600s;XOLO Q600s
XOLO A600;XOLO A600
XOLO Play;XOLO Play
XOLO Q1000 Opus;XOLO Q1000 Opus
XOLO Q2000;XOLO Q2000
XOLO Q3000;XOLO Q3000
XOLO Q700;XOLO Q700
XOLO Q900;XOLO Q900
Yezz 4E7;Yezz 4E7
Yezz 5E5;Yezz 5E5
Yezz Epic T;Yezz Epic T
Yezz Max 1;Yezz Max 1
Yezz 4.5E LTE;Yezz 4.5E LTE
Yezz 4E5;Yezz 4E5
Yezz 5.5M;Yezz 5.5M
Yezz Andy 5M;Yezz Andy 5M
Yezz Andy 5M LTE;Yezz Andy 5M LTE
Yezz Andy C4E;Yezz Andy C4E
Yezz Andy 4.5EL LTE;Yezz Andy 4.5EL LTE
Yezz Andy 4EL2 LTE;Yezz Andy 4EL2 LTE
Yezz Andy 5EI3;Yezz Andy 5EI3
Yezz Andy 5EL LTE;Yezz Andy 5EL LTE
Yezz Andy 5.5EI;Yezz Andy 5.5EI
Yezz Andy 4E;Yezz Andy 4E
Yota 3+;Yota 3+
YotaPhone 3;YotaPhone 3
Yota YotaPhone 2;Yota YotaPhone 2
Yota YotaPhone;Yotaphone
ZOJI S12;ZOJI S12
ZOJI Z11;ZOJI Z11
ZOJI Z33;ZOJI Z33
ZOJI Z9;ZOJI Z9
ZOJI Z6;ZOJI Z6
ZOJI Z7;ZOJI Z7
ZOJI Z8;ZOJI Z8
Zopo Flash X3;Zopo Flash X3
Zopo Color C5;Zopo Color C5
Zopo Color C5i;Zopo Color C5i
Zopo Color M4;Zopo Color M4
Zopo Color M4i;Zopo Color M4i
Zopo Color M5;Zopo Color M5
Zopo Color M5i;Zopo Color M5i
Zopo Color X5.5;Zopo Color X5.5
Zopo Color X5.5i;Zopo Color X5.5i
Zopo Flash X Plus;Zopo Flash X Plus
Zopo Flash X1;Zopo Flash X1
Zopo Flash X2;Zopo Flash X2
Zopo P5000;Zopo P5000
Zopo Speed X;Zopo Speed X
Zopo Z5000;Zopo Z5000
Zopo Color C2 (Hero C2);Zopo Color C2 (Hero C2)
Zopo Color C3;Zopo Color C3
Zopo Color F1;Zopo Color F1
Zopo Color F2;Zopo Color F2
Zopo Color F3;Zopo Color F3
Zopo Color F5;Zopo Color F5
Zopo Color S5;Zopo Color S5
Zopo Flash G5 Plus;Zopo Flash G5 Plus
Zopo Hero 2;Zopo Hero 2
Zopo Speed 7C;Zopo Speed 7C
Zopo Speed 8;Zopo Speed 8
Zopo Color C ZP330;Zopo Color C ZP330
Zopo Color C1;Zopo Color C1
Zopo Color E ZP350;Zopo Color E ZP350
Zopo Color E1;Zopo Color E1
Zopo Color E5.5;Zopo Color E5.5
Zopo Color S5.5;Zopo Color S5.5
Zopo Flash C (Touch 4G, ZP530);Zopo Flash C (Touch 4G, ZP530)
Zopo Flash E (Focus, ZP720);Zopo Flash E (Focus, ZP720)
Zopo Hero 1;Zopo Hero 1
Zopo Speed 7;Zopo Speed 7
Zopo Speed 7 Plus;Zopo Speed 7 Plus
Zopo Touch 3G ZP532;Zopo Touch 3G ZP532
Zopo ZP1000S;Zopo ZP1000S
Zopo 3X;Zopo 3X
Zopo Flash S (Magic, ZP920);Zopo Flash S (Magic, ZP920)
Zopo Lion Heart ZP999;Zopo Lion Heart ZP999
Zopo ZP1000;Zopo ZP1000
Zopo ZP320;Zopo ZP320
Zopo ZP520;Zopo ZP520
Zopo ZP580;Zopo ZP580
Zopo ZP590;Zopo ZP590
Zopo ZP700;Zopo ZP700
Zopo ZP780;Zopo ZP780
Zopo ZP980+;Zopo ZP980+
Zopo ZP990+;Zopo ZP990+
Zopo ZP200+;Zopo ZP200+
Zopo ZP600+;Zopo ZP600+
Zopo ZP820 Raiden;Zopo ZP820 Raiden
Zopo ZP980 (C2);Zopo ZP980 (C2)
Zopo ZP990 Captain S;Zopo ZP990 Captain S
Zopo ZP998;Zopo ZP998
Vivo X50 Lite;Vivo X50 Lite
Vivo X50 Pro;Vivo X50 Pro
Vivo X50 Pro+;Vivo X50 Pro+
Vivo X50 Snapdragon 730;Vivo X50 Snapdragon 730
Vivo X50 Snapdragon 765G;Vivo X50 Snapdragon 765G
Vivo X5L;Vivo X5L
Vivo X5M;Vivo X5M
Vivo X5Max F;Vivo X5Max F
Vivo X5Max Platinum Edition;Vivo X5Max Platinum Edition
Vivo X5Max+;Vivo X5Max+
Vivo X6;Vivo X6
Vivo X6 Plus;Vivo X6 Plus
Vivo X6S;Vivo X6S
Vivo X6S Plus;Vivo X6S Plus
Vivo X7;Vivo X7
ZTE Blade 20 smart;ZTE Blade 20 smart
Vivo X7 Plus;Vivo X7 Plus
ZTE Blade A5 2019;ZTE Blade A5 2019
ZTE Blade A5 2020;ZTE Blade A5 2020
Vivo X9 Plus;Vivo X9 Plus
Vivo X9L;Vivo X9L
Vivo X9s;Vivo X9s
Vivo X9s Plus;Vivo X9s Plus
Vivo Xplay;Vivo Xplay
Vivo Xplay 3S;Vivo Xplay 3S
Vivo Xplay5;Vivo Xplay5
ZTE Blade V10;ZTE Blade V10
ZTE Blade V10 Vita;ZTE Blade V10 Vita
Vivo Xplay5 Elite;Vivo Xplay5 Elite
Vivo Xplay6;Vivo Xplay6
Vivo Xshot;Vivo Xshot
Vivo Y12;Vivo Y12/Y17
Vivo Y12i;Vivo Y12i
Vivo Y15;Vivo Y15
Vivo Y15 2013;Vivo Y15 2013
Vivo Y1s;Vivo Y1s
Vivo Y20;Vivo Y20
Vivo Y20i;Vivo Y20i
ZTE Blade A530;ZTE Blade A530
